,Question,Choice,Topic,Level
101,เมื่อเรียกใช้ฟังก์ชัน sort() กับ list จะเกิดอะไรขึ้น,"[{'text': 'จะเรียงลำดับสมาชิกใน list จากน้อยไปมาก', 'weight': 1}, {'text': 'จะเรียงลำดับสมาชิกใน list จากมากไปน้อย', 'weight': 0.5}, {'text': 'จะไม่มีผลกระทบใดๆต่อ list', 'weight': 0}, {'text': 'จะทำให้ list ว่าง', 'weight': 0}]",List Methods,Medium
102,การลบสมาชิกออกจาก list สามารถทำได้โดยการใช้คำสั่ง,"[{'text': 'remove', 'weight': 1}, {'text': 'pop', 'weight': 0.5}, {'text': 'del', 'weight': 0.25}, {'text': 'clear', 'weight': 0}]",List Methods,Medium
103,การสลับตำแหน่งสมาชิกใน list สามารถทำได้โดยการใช้คำสั่ง,"[{'text': 'reverse', 'weight': 1}, {'text': 'sort', 'weight': 0.5}, {'text': 'shuffle', 'weight': 0.25}, {'text': 'swap', 'weight': 0}]",List Methods,Medium
104,การคัดลอก list สามารถทำได้โดยการใช้คำสั่ง,"[{'text': 'copy', 'weight': 1}, {'text': 'clone', 'weight': 0.5}, {'text': 'duplicate', 'weight': 0.25}, {'text': 'replicate', 'weight': 0}]",List Methods,Medium
105,การรวม list หลายๆอันเข้าด้วยกันสามารถทำได้โดยการใช้คำสั่ง,"[{'text': 'extend', 'weight': 1}, {'text': 'append', 'weight': 0.5}, {'text': 'join', 'weight': 0.25}, {'text': 'merge', 'weight': 0}]",List Methods,Hard
106,การตรวจสอบว่าสมาชิกใดๆอยู่ใน list หรือไม่สามารถทำได้โดยการใช้คำสั่ง,"[{'text': 'in', 'weight': 1}, {'text': 'exists', 'weight': 0.5}, {'text': 'find', 'weight': 0.25}, {'text': 'search', 'weight': 0}]",List Methods,Hard
107,ฟังก์ชันในภาษา Python สามารถรับค่าอะไรได้บ้าง?,"[{'text': 'ค่าเดียว', 'weight': 0}, {'text': 'ค่าหลายๆ ค่า', 'weight': 1}, {'text': 'ไม่สามารถรับค่าใดๆ', 'weight': 0}, {'text': 'ขึ้นอยู่กับโปรแกรมนั้นๆ', 'weight': 0}]",Function Arguments,Easy
108,คำสั่งไหนใช้สำหรับการเรียกฟังก์ชันใน Python?,"[{'text': 'call()', 'weight': 0}, {'text': 'run()', 'weight': 0}, {'text': 'ชื่อฟังก์ชันตามด้วยวงเล็บ', 'weight': 1}, {'text': 'execute()', 'weight': 0}]",Calling a Function,Easy
109,การสร้างฟังก์ชันใน Python จะต้องมีคำสั่งใด?,"[{'text': 'print()', 'weight': 0}, {'text': 'def', 'weight': 1}, {'text': 'function', 'weight': 0}, {'text': 'create()', 'weight': 0}]",Defining a Function,Medium
110,ฟังก์ชันใน Python สามารถคืนค่าได้หรือไม่?,"[{'text': 'ไม่สามารถคืนค่า', 'weight': 0}, {'text': 'สามารถคืนค่าได้', 'weight': 1}, {'text': 'ขึ้นอยู่กับโปรแกรมนั้นๆ', 'weight': 0}, {'text': 'ไม่แน่ใจ', 'weight': 0}]",Function Return,Medium
111,ฟังก์ชันใน Python สามารถรับค่า default ได้หรือไม่?,"[{'text': 'ไม่สามารถรับค่า default', 'weight': 0}, {'text': 'สามารถรับค่า default ได้', 'weight': 1}, {'text': 'ขึ้นอยู่กับโปรแกรมนั้นๆ', 'weight': 0}, {'text': 'ไม่แน่ใจ', 'weight': 0}]",Function Default Arguments,Medium
112,ฟังก์ชันใน Python สามารถรับค่า keyword argument ได้หรือไม่?,"[{'text': 'ไม่สามารถรับค่า keyword argument', 'weight': 0}, {'text': 'สามารถรับค่า keyword argument ได้', 'weight': 1}, {'text': 'ขึ้นอยู่กับโปรแกรมนั้นๆ', 'weight': 0}, {'text': 'ไม่แน่ใจ', 'weight': 0}]",Function Keyword Arguments,Hard
113,ฟังก์ชันใน Python สามารถรับค่า variable-length argument ได้หรือไม่?,"[{'text': 'ไม่สามารถรับค่า variable-length argument', 'weight': 0}, {'text': 'สามารถรับค่า variable-length argument ได้', 'weight': 1}, {'text': 'ขึ้นอยู่กับโปรแกรมนั้นๆ', 'weight': 0}, {'text': 'ไม่แน่ใจ', 'weight': 0}]",Function Variable-Length Arguments,Hard
114,ฟังก์ชันใน Python สามารถทำอะไรได้บ้าง?,"[{'text': 'เพียงแค่แสดงผล', 'weight': 0}, {'text': 'สามารถประมวลผลและคืนค่า', 'weight': 1}, {'text': 'สามารถทำได้เฉพาะในบางกรณี', 'weight': 0}, {'text': 'ไม่สามารถทำอะไร', 'weight': 0}]",Function Purpose,Easy
115,ฟังก์ชันใน Python สามารถถูกเรียกซ้ำได้หรือไม่?,"[{'text': 'ไม่สามารถถูกเรียกซ้ำ', 'weight': 0}, {'text': 'สามารถถูกเรียกซ้ำได้', 'weight': 1}, {'text': 'ขึ้นอยู่กับโปรแกรมนั้นๆ', 'weight': 0}, {'text': 'ไม่แน่ใจ', 'weight': 0}]",Function Reusability,Medium
116,ฟังก์ชันใน Python สามารถรับค่า argument หลายๆ ค่าได้หรือไม่?,"[{'text': 'ไม่สามารถรับค่า argument หลายๆ ค่า', 'weight': 0}, {'text': 'สามารถรับค่า argument หลายๆ ค่าได้', 'weight': 1}, {'text': 'ขึ้นอยู่กับโปรแกรมนั้นๆ', 'weight': 0}, {'text': 'ไม่แน่ใจ', 'weight': 0}]",Function Multiple Arguments,Medium
117,คำสั่งวน loop ที่ใช้ในการวนซ้ำๆ กับข้อมูลที่อยู่ใน list คือ?,"[{'text': 'for', 'weight': 1}, {'text': 'while', 'weight': 0}, {'text': 'if', 'weight': 0}, {'text': 'else', 'weight': 0}]",Loops,Easy
118,การทำงานของ loop while คือ?,"[{'text': 'วนซ้ำๆ จนกว่าเงื่อนไขจะเป็น false', 'weight': 1}, {'text': 'วนซ้ำๆ จนกว่าเงื่อนไขจะเป็น true', 'weight': 0}, {'text': 'วนซ้ำๆ เพียงครั้งเดียว', 'weight': 0}, {'text': 'วนซ้ำๆ ไม่มีเงื่อนไข', 'weight': 0}]",Loops,Medium
119,ถ้าเราต้องการให้ loop for วนซ้ำๆ กับข้อมูลใน list เราสามารถทำได้โดยการใช้คำสั่ง?,"[{'text': 'for item in list:', 'weight': 1}, {'text': 'while item in list:', 'weight': 0}, {'text': 'if item in list:', 'weight': 0}, {'text': 'else item in list:', 'weight': 0}]",Loops,Easy
120,คำสั่ง break ใน loop มีหน้าที่อะไร?,"[{'text': 'หยุดการวน loop ทันที', 'weight': 1}, {'text': 'วน loop ต่อไป', 'weight': 0}, {'text': 'วน loop กลับไปยังจุดเริ่มต้น', 'weight': 0}, {'text': 'ไม่มีผลต่อการวน loop', 'weight': 0}]",Loops,Medium
121,คำสั่ง continue ใน loop มีหน้าที่อะไร?,"[{'text': 'วน loop กลับไปยังจุดเริ่มต้น', 'weight': 1}, {'text': 'หยุดการวน loop ทันที', 'weight': 0}, {'text': 'วน loop ต่อไป', 'weight': 0}, {'text': 'ไม่มีผลต่อการวน loop', 'weight': 0}]",Loops,Medium
122,ในการวน loop ผ่าน list เราสามารถใช้คำสั่ง range() เพื่อกำหนดจำนวนครั้งที่ต้องการวนได้หรือไม่?,"[{'text': 'ใช่', 'weight': 1}, {'text': 'ไม่ใช่', 'weight': 0}]",Loops,Easy
123,ถ้าเราใช้ loop for และ loop while ร่วมกัน จะเกิดอะไรขึ้น?,"[{'text': 'การวน loop จะไม่ทำงาน', 'weight': 0.5}, {'text': 'การวน loop จะทำงานสลับกัน', 'weight': 0.5}, {'text': 'การวน loop จะทำงานพร้อมกัน', 'weight': 0}, {'text': 'ไม่มีผลต่อการวน loop', 'weight': 0}]",Loops,Hard
124,ในการวน loop ผ่าน dictionary เราสามารถใช้คำสั่ง items() เพื่อวนผ่านคู่ key-value ได้หรือไม่?,"[{'text': 'ใช่', 'weight': 1}, {'text': 'ไม่ใช่', 'weight': 0}]",Loops,Medium
125,คำสั่ง pass ใน loop มีหน้าที่อะไร?,"[{'text': 'ไม่มีการกระทำใดๆ', 'weight': 1}, {'text': 'หยุดการวน loop ทันที', 'weight': 0}, {'text': 'วน loop กลับไปยังจุดเริ่มต้น', 'weight': 0}, {'text': 'วน loop ต่อไป', 'weight': 0}]",Loops,Medium
126,การใช้คำสั่ง if ในภาษา Python ใช้สำหรับอะไร?,"[{'text': 'การวนลูป', 'weight': 0}, {'text': 'การตรวจสอบเงื่อนไข', 'weight': 1}, {'text': 'การรับข้อมูลจากผู้ใช้', 'weight': 0}, {'text': 'การแสดงผล', 'weight': 0}]",Control Flow,Easy
127,คำสั่ง elif ในภาษา Python ใช้สำหรับอะไร?,"[{'text': 'การตรวจสอบเงื่อนไขหลัก', 'weight': 0}, {'text': 'การตรวจสอบเงื่อนไขเพิ่มเติม', 'weight': 1}, {'text': 'การวนลูป', 'weight': 0}, {'text': 'การแสดงผล', 'weight': 0}]",Control Flow,Medium
128,คำสั่ง else ในภาษา Python ใช้สำหรับอะไร?,"[{'text': 'การตรวจสอบเงื่อนไขหลัก', 'weight': 0}, {'text': 'การทำงานเมื่อเงื่อนไขไม่ตรง', 'weight': 1}, {'text': 'การวนลูป', 'weight': 0}, {'text': 'การแสดงผล', 'weight': 0}]",Control Flow,Medium
129,การใช้คำสั่ง for ในภาษา Python ใช้สำหรับอะไร?,"[{'text': 'การตรวจสอบเงื่อนไข', 'weight': 0}, {'text': 'การวนลูป', 'weight': 1}, {'text': 'การรับข้อมูลจากผู้ใช้', 'weight': 0}, {'text': 'การแสดงผล', 'weight': 0}]",Control Flow,Easy
130,การใช้คำสั่ง while ในภาษา Python ใช้สำหรับอะไร?,"[{'text': 'การตรวจสอบเงื่อนไข', 'weight': 0}, {'text': 'การวนลูป', 'weight': 1}, {'text': 'การรับข้อมูลจากผู้ใช้', 'weight': 0}, {'text': 'การแสดงผล', 'weight': 0}]",Control Flow,Medium
131,การใช้คำสั่ง break ในภาษา Python ใช้สำหรับอะไร?,"[{'text': 'การวนลูป', 'weight': 0}, {'text': 'การออกจากลูป', 'weight': 1}, {'text': 'การตรวจสอบเงื่อนไข', 'weight': 0}, {'text': 'การแสดงผล', 'weight': 0}]",Control Flow,Medium
132,การใช้คำสั่ง continue ในภาษา Python ใช้สำหรับอะไร?,"[{'text': 'การวนลูป', 'weight': 0}, {'text': 'การข้ามไปยังรอบถัดไป', 'weight': 1}, {'text': 'การตรวจสอบเงื่อนไข', 'weight': 0}, {'text': 'การแสดงผล', 'weight': 0}]",Control Flow,Medium
133,การใช้คำสั่ง pass ในภาษา Python ใช้สำหรับอะไร?,"[{'text': 'การตรวจสอบเงื่อนไข', 'weight': 0}, {'text': 'การวนลูป', 'weight': 0}, {'text': 'การไม่ทำอะไร', 'weight': 1}, {'text': 'การแสดงผล', 'weight': 0}]",Control Flow,Hard
134,การใช้คำสั่ง try-except-finally ในภาษา Python ใช้สำหรับอะไร?,"[{'text': 'การตรวจสอบเงื่อนไข', 'weight': 0}, {'text': 'การวนลูป', 'weight': 0}, {'text': 'การจัดการข้อผิดพลาด', 'weight': 1}, {'text': 'การแสดงผล', 'weight': 0}]",Control Flow,Hard
135,การกำหนดค่าให้กับตัวแปรในภาษา Python สามารถทำได้โดยการใช้สัญลักษณ์อะไร?,"[{'text': '=', 'weight': 1}, {'text': ',', 'weight': 0}, {'text': ';', 'weight': 0}, {'text': ':', 'weight': 0}]",Variables_and_DataTypes,Easy
136,ตัวอย่างของตัวแปรในภาษา Python คืออะไร?,"[{'text': ""name = 'John'"", 'weight': 1}, {'text': 'age 30', 'weight': 0}, {'text': 'city; Bangkok', 'weight': 0}, {'text': 'height : 180', 'weight': 0}]",Variables_and_DataTypes,Easy
137,"ในภาษา Python, ตัวแปรที่มีค่าเป็นจำนวนเต็มจะถูกจัดอยู่ในประเภทข้อมูลอะไร?","[{'text': 'string', 'weight': 0}, {'text': 'float', 'weight': 0}, {'text': 'int', 'weight': 1}, {'text': 'bool', 'weight': 0}]",Variables_and_DataTypes,Medium
138,ตัวอย่างของค่าที่เป็นประเภทข้อมูล string ในภาษา Python คืออะไร?,"[{'text': '123', 'weight': 0}, {'text': ""'Hello, World!'"", 'weight': 1}, {'text': 'True', 'weight': 0}, {'text': '3.14', 'weight': 0}]",Variables_and_DataTypes,Easy
139,"ในการทำงานกับข้อมูลประเภท list ในภาษา Python, เราสามารถใช้วิธีการไหนในการเข้าถึงสมาชิกใน list?","[{'text': 'ด้วยการใช้สัญลักษณ์.', 'weight': 0}, {'text': 'ด้วยการใช้สัญลักษณ์ []', 'weight': 1}, {'text': 'ด้วยการใช้สัญลักษณ์ {}', 'weight': 0}, {'text': 'ด้วยการใช้สัญลักษณ์ {}', 'weight': 0}]",Variables_and_DataTypes,Medium
140,การแปลงข้อมูลจากประเภท int เป็นประเภท float ในภาษา Python สามารถทำได้โดยใช้ฟังก์ชันอะไร?,"[{'text': 'str()', 'weight': 0}, {'text': 'int()', 'weight': 0}, {'text': 'float()', 'weight': 1}, {'text': 'bool()', 'weight': 0}]",Variables_and_DataTypes,Medium
141,"ในภาษา Python, การตรวจสอบว่าตัวแปรมีค่าเป็น None หรือไม่สามารถทำได้โดยใช้คำสั่งอะไร?","[{'text': 'is not None', 'weight': 1}, {'text': '== None', 'weight': 0.5}, {'text': '= None', 'weight': 0}, {'text': '!= None', 'weight': 0.5}]",Variables_and_DataTypes,Medium
142,ตัวอย่างของค่าที่เป็นประเภทข้อมูล bool ในภาษา Python คืออะไร?,"[{'text': '123', 'weight': 0}, {'text': ""'Hello, World!'"", 'weight': 0}, {'text': 'True', 'weight': 1}, {'text': '3.14', 'weight': 0}]",Variables_and_DataTypes,Easy
143,"ในภาษา Python, การกำหนดค่าเริ่มต้นให้กับตัวแปรสามารถทำได้โดยการใช้วิธีการไหน?","[{'text': 'การกำหนดค่าในทันที', 'weight': 1}, {'text': 'การใช้คำสั่ง input()', 'weight': 0}, {'text': 'การใช้คำสั่ง print()', 'weight': 0}, {'text': 'การใช้คำสั่ง len()', 'weight': 0}]",Variables_and_DataTypes,Medium
